Conference,Year,Presenter:name,Presenter:gender,Presenter:seniority,Publication:title,Youtube_link
ICLR,2022,Homanga Bharadwaj,Male,Junior Academic,Information Prioritization through Empowerment in Visual Model-based RL,https://www.youtube.com/watch?v=jFaYXj63S8s&t=1s
ICLR,2022,Jason McEwen,Male,Senior Academic,Scattering Networks on the Sphere for Scalable and Rotationally Equivariant Spherical CNNs,https://www.youtube.com/watch?v=FVsT1Mvkd60&t=11s
ICLR,2022,Johanna Sommer,Female,Junior Academic,Generalization of Neural Combinatorial Solvers Through the Lens of Adversarial Robustness,https://www.youtube.com/watch?v=HVRpjMtZHCk&t=38s
ICLR,2022,Kunchang Li,Male,Junior Academic,UniFormer: Unified Transformer for Efficient Spatial-Temporal Representation Learning,https://www.youtube.com/watch?v=7Q_Yfvsm15k&t=1s
ICLR,2022,Mark Hamilton,Male,Junior Academic,"Axiomatic Explanations for Visual Search, Retrieval, and Similarity Learning ",https://www.youtube.com/watch?v=dKO_qhGEN_I
ICLR,2022,Max Morrison,Male,Junior Academic,Reproducible Subjective Evaluation,https://www.youtube.com/watch?v=Usbn4TVtALE&t=2s
ICLR,2022,Nicholas A. Lord,Male,Academic,Attacking deep networks with surrogate-based adversarial black-box methods is easy,https://www.youtube.com/watch?v=gKzwEq6j5C8&t=3s
ICLR,2022,Ning Yu,Male,Senior Academic,Responsible Disclosure of Generative Models Using Scalable Fingerprinting,https://www.youtube.com/watch?v=UlpGtwEof3o&t=4s
ICLR,2022,Samar Hadou,Female,Junior Academic,Space-Time Graph Neural Networks,https://www.youtube.com/watch?v=GbJZzfMSQzs&t=4s
ICLR,2022,Sang Michael Xie,Male,Junior Academic,An Explanation of In-context Learning as Implicit Bayesian Inference,https://www.youtube.com/watch?v=O4WMiIJwgd4&t=4s
ICLR,2022,Sarath Sreedharan,Male,Senior Academic,Bridging the Gap: Providing Post-Hoc Symbolic Explanations for Sequential Decision-Making Problems with Inscrutable Representations,https://www.youtube.com/watch?v=CVVBBFx3GDk&t=5s
ICLR,2022,Seungjun Nah,Male,Senior Academic,Clean Images are Hard to Reblur: Exploiting the Ill-Posed Inverse Task for Dynamic Scene Deblurring,https://www.youtube.com/watch?v=A3Eq_Dtz7d0&t=1s
ICLR,2022,Xiang Fu,Male,Junior Academic,Simulate Time-integrated Coarse-grained Molecular Dynamics with Geometric Machine Learning,https://www.youtube.com/watch?v=l3aGVjQezsc&t=5s
ICLR,2022,Xikun Zhang,Male,Junior Academic,GreaseLM: Graph REASoning Enhanced Language Models for Question Answering,https://www.youtube.com/watch?v=evlTavT4Qu4&t=12s
ICLR,2022,Yan Zhang,Male,Senior Academic,Multiset-Equivariant Set Prediction with Approximate Implicit Differentiation,https://www.youtube.com/watch?v=2iGmXmjaQus&t=50s
ICLR,2022,Yaroslav Ivchenkov,Male,Junior Academic,Factorized World Models for Learning Causal Relationships,https://www.youtube.com/watch?v=q5IRI4PSKbA&t=1s
ICLR,2022,Yi Zeng,Male,Junior Academic,Adversarial Unlearning of Backdoors via Implicit Hypergradient,https://www.youtube.com/watch?v=j8BwMYJtPdg&t=6s
ICLR,2022,Yonggan Fu,Male,Junior Academic,Patch-Fool: Are Vision Transformers Always Robust Against Adversarial Perturbations?,https://www.youtube.com/watch?v=5rihXwvGNYo&t=11s
ICLR,2022,Yonghyeon Lee,Male,Junior Academic,Regularized Autoencoders for Isometric Representation Learning,https://www.youtube.com/watch?v=5bxwtsC6bIE&t=1s
ICML,2021,Antoine Liutkus,Male,Senior Academic,Relative Positional Encoding for Transformers with Linear Complexity,https://www.youtube.com/watch?v=7XHucAvHNKs
ICML,2021,Beatrice Bevilacqua,Female,Junior Academic,Size Invariant Graph Representations for Graph Classification Extrapolations,https://www.youtube.com/watch?v=Vj0xEi8sxsg&t=3s
ICML,2021,Jiaojiao Fan,Female,Junior Academic,Scalable Computations of Wasserstein Barycenter via Input Convex Neural Networks,https://www.youtube.com/watch?v=itORG1xzk58
ICML,2021,Joel Z. Leibo,Male,Senior Academic,Scalable Evaluation of Multi-Agent Reinforcement Learning with Melting Pot,https://www.youtube.com/watch?v=tfFSpyzYiYY&t=3s
ICML,2021,Karl Cobbe,Male,Senior Academic,Phasic Policy Gradient,https://www.youtube.com/watch?v=2F-ru_yBo9w&t=1s
ICML,2021,Runzhe Wan,Male,Senior Academic,Deeply-Debiased Off-Policy Interval Estimation,https://www.youtube.com/watch?v=uAEWmmm8aDM
ICML,2021,Yihe Dong,Female,Senior Academic,Attention is not all you need pure attention loses rank doubly exponential depth,https://www.youtube.com/watch?v=KGXnFLnaxQg&t=18s
ICML,2021,Yuandong Tian,Male,Senior Academic,Understanding self-supervised learning dynamics without contrastive pairs,https://www.youtube.com/watch?v=ONQjVgEuPvM&t=775s
ICML,2021,Yucheng Lu,Male,Junior Academic,Optimal Complexity in Decentralized Training,https://www.youtube.com/watch?v=clw7nxw2iK0
ICNLSP,2021,Aditeya Baral,Male,Academic,MAPLE–MAsking words to generate blackout Poetry using sequence-to-sequence Learning.,https://www.youtube.com/watch?v=wBbfDBtStDE
ICNLSP,2021,Aicha Chorana,Female,Junior Academic,User Generated Content and Engagement Analysis in Social Media case of Algerian Brands,https://www.youtube.com/watch?v=1_y84G1XP38
ICNLSP,2021,Anjali Ragupathi,Female,Junior Academic,Compressive Performers in Language Modelling,https://www.youtube.com/watch?v=6hJ5DUQZm4k
ICNLSP,2021,Anna Favaro,Female,Junior Academic,ITAcotron 2: Transfering English Speech Synthesis Architectures and Speech Features to Italian,https://www.youtube.com/watch?v=H5n2xm-7tao
ICNLSP,2021,Anuj Gopal,Male,Senior Academic,Automated Recognition of Hindi Word Audio Clips for Indian Children using Clustering-based Filters and Binary Classifier,https://www.youtube.com/watch?v=pQYpMAHtuCE
ICNLSP,2021,Carl Strathearn,Male,Senior Academic,The Task2Dial Dataset: A Novel Dataset for Commonsense enhanced Task-based Dialogue Grounded in Documents,https://www.youtube.com/watch?v=zISkwn95RXs
ICNLSP,2021,Caroline Kendrick,Female,Senior Academic,Audio-Visual Recipe Guidance for Smart Kitchen Devices,https://www.youtube.com/watch?v=qU77bzSG7tI
ICNLSP,2021,Christopher Haberland,Male,Senior Academic,Orthographic Transliteration for Kabyle Speech Recognition,https://www.youtube.com/watch?v=stzwrUxpyO0
ICNLSP,2021,Fazia Karaoui,Female,Junior Academic,The Articulatory and acoustics Effects of Pharyngeal Consonants on Adjacent Vowels in Arabic Language,https://www.youtube.com/watch?v=M-ytmRjNqmo
ICNLSP,2021,Gerhard Hagerer,Male,Junior Academic,End-to-End Annotator Bias Approximation on Crowdsourced Single-Label Sentiment Analysis,https://www.youtube.com/watch?v=fuQVmqnMiPI
ICNLSP,2021,Hadi Khalilia,Male,Junior Academic,The Quality of Lexical Semantic Resources: A Survey,https://www.youtube.com/watch?v=6-pdhy-Ape8
ICNLSP,2021,"Ignacio de Toledo Rodriguez,",Male,Junior Academic,Formulating Automated Responses to Cognitive Distortions for CBT Interactions,https://www.youtube.com/watch?v=UE_OcL0sxFY
ICNLSP,2021,Kasturi Bhattacharjee,Male,Senior Academic,Domain and Task-Informed Sample Selection for Cross-Domain Target-based Sentiment Analysis,https://www.youtube.com/watch?v=BlVNBrDmHUw
ICNLSP,2021,Marco Gaido,Male,Senior Academic,Beyond Voice Activity Detection,https://www.youtube.com/watch?v=p1X8QuC7x8U
ICNLSP,2021,Mohamed Amine Menacer,Male,Senior Academic,An interpretable person-job fitting approach based on classification and ranking,https://www.youtube.com/watch?v=OlIPHHVnmiA
ICNLSP,2021,Muhammad Saleh Al-Qurishi,Male,Senior Academic,Arabic Named Entity Recognition Using Transformer based CRF Model,https://www.youtube.com/watch?v=sRvTTlIEmW4
ICNLSP,2021,Rahul Raman,Male,Senior Academic,A Comparative Study on Language Models for the Kannada Language,https://www.youtube.com/watch?v=JnnqdP-kD2M
ICNLSP,2021,Shuang Ao,Female,Senior Academic,Learning ULMFiT and Self-Distillation with Calibration for Medical Dialogue System,https://www.youtube.com/watch?v=rNoMJOnbYkE
ICNLSP,2021,Sofia Eleftheriou,Female,Junior Academic,Automatic Assessment of Speaking Skills Using Aural and Textual Information,https://www.youtube.com/watch?v=2LuybuW4M28
IJCAI-ECAI,2018,Andrew G. Barto,Male,Senior Academic,A History of Reinforcement Learning,https://youtu.be/ul6B2oFPNDM
IJCAI-ECAI,2018,Milind Tambe,Male,Senior Academic,AI & Multiagent Systems Research for Social Good,https://youtu.be/O2su1u2AXG0
IJCAI-ECAI,2018,Yann LeCun,Male,Senior Academic,Learning Models: The Next Step Towards Artificial Intelligence,https://youtu.be/U2mhZ9E8Fk8
INTERSPEECH,2020,Da-Yi Wu,Male,Academic (Engineer),VQVC+: One-Shot Voice Conversion by Vector Quantization and U-Net architecture,https://youtu.be/JWGVfVSvQwc
INTERSPEECH,2020,Haibin Wu,Male,Junior Academic,Defense for Black-box Attacks on Anti-spoofing Models by Self-Supervised Learning,https://youtu.be/k81atCYWpzg
INTERSPEECH,2020,Po-chun Hsu,Male,Academic (Engineer),WG-WaveNet: Real-Time High-Fidelity Speech Synthesis without GPU,https://youtu.be/rsbT7X2-g7E
INTERSPEECH,2020,Shu-wen Yang,Male,Academic (Engineer),Understanding Self-Attention of Self-Supervised Audio Transformers,https://youtu.be/RJq_B416V1Q
INTERSPEECH,2020,Tao Tu,Male,Academic (Engineer),Semi-supervised Learning for Multi-speaker Text-to-speech Synthesis Using Discrete Speech Representation,https://youtu.be/3b1S20iVyMY
INTERSPEECH,2020,Yi-Chen Chen,Male,Academic,DARTS-ASR: Differentiable Architecture Search for Multilingual Speech Recognition and Adaptation,https://youtu.be/rztqT8RXyuI
INTERSPEECH,2020,Yung-Sung Chuang,Male,Junior Academic,SpeechBERT: An Audio-and-text Jointly Learned Language Model for End-to-end Spoken Question Answering,https://youtu.be/7mf7nSh8dGE
IPC,2019,Arne Blankerts,Male,Engineer,Optimizing nginx and PHP-FPM – from Beginner to Expert to Crazy,https://youtu.be/VtKTOZFfoug
IPC,2019,Denys Bulakh,Male,Engineer,Fix me if you can: architecture evolution step by step,https://youtu.be/5YY2bW4agBU
IPC,2019,Oliver Sturm,Male,Engineer,CQRS and Event Sourcing,https://youtu.be/Cq0Qal_atgY
IPC,2019,Rim Khazhin,Male,Engineer,Fault-tolerant System design,https://youtu.be/9IRKjBJybuo
LeadDev,2019,Aish Raj Dahal,Male,Engineer,Scaling performance at Slack's scale,https://www.youtube.com/watch?v=jIXqTVCnojc
LeadDev,2019,Angie Jones,Female,Engineer,The reality of testing in an artificial world,https://www.youtube.com/watch?v=ouLawtQ87Dw
LeadDev,2019,Asim Hussain,Male,Engineer,AI-powered JavaScript applications,https://www.youtube.com/watch?v=hMHyMj8A-EM
LeadDev,2019,Birgitta Boeckeler,Female,Engineer,Cultivating architecture,https://www.youtube.com/watch?v=--t3uk3_rSw
LeadDev,2019,Brian Scanlan,Male,Engineer,Fixing out-of-hours on-call,https://www.youtube.com/watch?v=baI_RUSPYDw
LeadDev,2019,David Ayers,Male,Engineer,Communicating and documenting architectural decisions,https://www.youtube.com/watch?v=rwfXkSjFhzc
LeadDev,2019,Dora Militaru,Female,Engineer,Inclusion starts with an I,https://www.youtube.com/watch?v=vSQdyFUuJVA
LeadDev,2019,Duretti Hirpa,Female,Engineer,How to affect change without losing your job,https://www.youtube.com/watch?v=a9H7SGuRrC8
LeadDev,2019,first teams work better,Male,Engineer,Remote,https://www.youtube.com/watch?v=RMsZbchAwoY
LeadDev,2019,Heidi Waterhouse,Female,Engineer,The power of positive transformation,https://www.youtube.com/watch?v=8PdNgQhhrDg
LeadDev,2019,John Wards,Male,Engineer,Welcome our from our Premier Sponsor,https://www.youtube.com/watch?v=PmiFBqcujGg
LeadDev,2019,Jonathan Rigby,Male,Engineer,The key to solving the conundrum of software estimation,https://www.youtube.com/watch?v=OUA7vsKk-CA
LeadDev,2019,Jonathan Stott,Male,Engineer,Business as usual: how to stop drowning and learn to swim,https://www.youtube.com/watch?v=DrduEU-lwbU
LeadDev,2019,Julia Grace,Female,Engineer,Scaling yourself during hypergrowth,https://www.youtube.com/watch?v=N94rM4FSfDA
LeadDev,2019,Julia Nguyen,Female,Engineer,Navigating front-end architecture like a Neopian,https://www.youtube.com/watch?v=w9RZVfA60mY
LeadDev,2019,Kate Beard,Female,Engineer,"Give 10%, get 110%",https://www.youtube.com/watch?v=1LrLiYQ3I60
LeadDev,2019,Kirsten Westeinde,Female,Engineer,Designing software that maximizes developer productivity,https://www.youtube.com/watch?v=sOsSaK90j5w
LeadDev,2019,Kwame Thomison,Male,Engineer,Principles for managing product quality,https://www.youtube.com/watch?v=yardmiCPpxg
LeadDev,2019,Lara Hogan,Female,Engineer,Navigating team friction,https://www.youtube.com/watch?v=lqqBktWqPLo
LeadDev,2019,Lena Reinhard,Female,Engineer,"Becoming a team, one pixel at a time",https://www.youtube.com/watch?v=btPPn-m32Mw
ICFP,2021,Armaël Guéneau,Male,Senior Academic,Theorems for Free from Separation Logic Specifications,https://www.youtube.com/watch?v=8lv6UYX9toM
ICFP,2021,Nicolas Krauter,Male,Senior Academic,Persistent Software Transactional Memory in Haskell,https://www.youtube.com/watch?v=YjhRWrUXZDM
ICLR,2021,Aston Zhang,Male,Senior Academic,Beyond Fully-Connected Layers with Quaternions: Parameterization of Hypercomplex Multiplications with 1/n Parameters,https://www.youtube.com/watch?v=7e7IROyk9Z0&t=1s
ICLR,2022,Bertrand Charpentier,Male,Junior Academic,Natural Posterior Network: Deep Bayesian Predictive Uncertainty for Exponential Family Distributions,https://www.youtube.com/watch?v=qMtpK0ECD8c&t=1s
ICLR,2022,Nicholas Gao,Male,Junior Academic,Ab-initio Potential Energy Surfaces by Pairing GNNs with Neural Wave Functions,https://www.youtube.com/watch?v=SPgw4-RAGXs&t=19s
ICLR,2022,Zihao Xu,Male,Senior Academic,Graph-Relational Domain Adaptation,https://www.youtube.com/watch?v=oNM5hZGVv34&t=3s
ICNLSP,2021,Abdelhalim Hafedh Dahou,Male,Senior Academic,A3C: Arabic Anaphora Annotated Corpus,https://www.youtube.com/watch?v=33s5mgJqMq4
ICNLSP,2021,Hayastan Avetisyan,Female,Senior Academic,Identifying and Understanding Game Framing in Online News,https://www.youtube.com/watch?v=mRNgtt3snkI
IJCAI-ECAI,2018,Max Tegmark,Male,Senior Academic,How Far Will AI Go? Intelligible Intelligence & Beneficial Intelligence,https://youtu.be/tAdvbaQQDA4
IPC,2019,Jessica Mauerhan,Female,Engineer,RTFM,https://youtu.be/dijddNfn97Q
LeadDev,2019,Marco Rogers,Male,Engineer,Creating a career ladder for engineers,https://www.youtube.com/watch?v=jA1Q94d2z10
LeadDev,2019,Markus Holtermann,Male,Engineer,Handling security issues,https://www.youtube.com/watch?v=-Q1sn9J2jiA
LeadDev,2019,Melinda Seckington,Female,Engineer,Frameworks for developing developers,https://www.youtube.com/watch?v=18MI6n9hFDI
LeadDev,2019,Miriam Busch,Female,Engineer,Mobile development in 2019: native versus cross-platform,https://www.youtube.com/watch?v=45JWJfss9GA
LeadDev,2019,Nickolas Means,Male,Engineer,Eiffel's Tower,https://www.youtube.com/watch?v=RNGZTkM2xOU
LeadDev,2019,Nick Stenning,Male,Engineer,Learning from incidents: how things went right,https://www.youtube.com/watch?v=SrAu6V18hb8
LeadDev,2019,Nicky Thompson,Female,Engineer,Software engineering practices to improve management,https://www.youtube.com/watch?v=BWEx9cMB75k
LeadDev,2019,Ola Sitarska,Female,Engineer,Behind the scenes of an effective & inclusive hiring process,https://www.youtube.com/watch?v=fM3xQMIWjbw
LeadDev,2019,Pat Kua,Male,Engineer,Levelling up as a Lead Developer,https://www.youtube.com/watch?v=tLH1nwPeSBY
LeadDev,2019,Pat Kua,Male,Engineer,Flavours of technical leadership,https://www.youtube.com/watch?v=YbGwoU2Ow4A
LeadDev,2019,Paula Kennedy,Female,Engineer,"Silence isn't golden, it's deadly!",https://www.youtube.com/watch?v=JPvEF4Sc2Qo
LeadDev,2019,Rod Begbie,Male,Engineer,Being right is only half the battle,https://www.youtube.com/watch?v=xnZAMk-xIGk
LeadDev,2019,Steve Williams,Male,Engineer,A team in ten minutes,https://www.youtube.com/watch?v=IhcMWeN3Jzc
LeadDev,2019,Weiting Liu,Male,Engineer,"Welcome from our Premier Sponsor, CodementorX",https://www.youtube.com/watch?v=YFXBx2iHdg0
LeadDev,2019,Yenny Cheung,Female,Engineer,Creating an inclusive engineering culture,https://www.youtube.com/watch?v=lPe8-OR1WNc
LeadDev,2019,Yvette Pasqua,Female,Engineer,Leading engineering teams through massive change,https://www.youtube.com/watch?v=CnODvHsYfao
MLConference,2022,Christoph Henkelmann,Male,Engineer,Unsupervised Learning with Autoencoders,https://www.youtube.com/watch?v=Ex0nhOPzLIs
MLConference,2022,Daniel Molnar,Male,Engineer,The Data Janitor returns,https://www.youtube.com/watch?v=4A-Uok-6CJw
MLConference,2022,Daniel Schruhl,Male,Engineer,Continuous Delivery for Machine Learning Applications with Open Source Tools,https://www.youtube.com/watch?v=ub9XIgcUMAQ
MLConference,2022,Dr. Pieter Buteneers,Male,Engineer,Chatbots Suck,https://www.youtube.com/watch?v=bW5FQE-U7Jo
MLConference,2022,Fabian Hertwig,Male,Engineer,Predicting New York City Taxi demand: spatio-temporal Time Series Forecasting,https://www.youtube.com/watch?v=M5ySAEOi1oY
MLConference,2022,Juantomás Garcia Molina,Male,Engineer,How we used Reinforcement Learning to solve the Abbey of Crime,https://www.youtube.com/watch?v=LLN-t3HN22E
MLConference,2022,Oleksandr Honchar,Male,Engineer,Deep Learning: the final Frontier for Time Series Analysis?,https://www.youtube.com/watch?v=XIpui7lvjEg
MLConference,2022,Oliver Zeigermann,Male,Engineer,How do Chess Engines work? Looking at Stockfish and AlphaZero,https://www.youtube.com/watch?v=P0jd8AHwjXw
MLConference,2022,Thiago da Silva Alves,Male,Engineer,Honey Bee Conservation using Deep Learning,https://www.youtube.com/watch?v=yTYRx04Xr6E
MLConference,2022,Vladimir Rybakov,Male,Engineer,Case Study: Making the Most out of a Doomed Project,https://www.youtube.com/watch?v=Dnp-IuP1Tgo
NeurIPS,2021,Aditya Kusupati,Male,Junior Academic,"LLC: Accurate, Multi-purpose Learnt Low-dimensional Binary Codes",https://youtu.be/uF-2bTNLefs
NeurIPS,2021,Andy Shih,Male,Junior Academic,HyperSPNs: Compact and Expressive Probabilistic Circuits,https://www.youtube.com/watch?v=8W48CqNELCM&t=2s
NeurIPS,2021,Arnab Maiti,Male,Junior Academic,Multi-Armed Bandits with Bounded Arm-Memory,https://youtu.be/vshU6pCLASs
NeurIPS,2021,Ashkan Khakzar,Male,Junior Academic,Fine Grained Neural Network Explanation,https://youtu.be/Z2oU11HMzds
NeurIPS,2021,Beomjoon Kim,Male,Senior Academic,Meta-reasoning for Task and Motion Planning,https://youtu.be/BEp7up4SuGY
NeurIPS,2021,Chao-Han Huck Yang,Male,Junior Academic,Pessimistic Model Selection for Offline Deep Reinforcement Learning,https://youtu.be/n8QxqOIvP8k
NeurIPS,2021,Chaoyue Song,Male,Junior Academic,3D Pose Transfer with Correspondence Learning and Mesh Refinement,https://youtu.be/HjBvPhZSl-o
NeurIPS,2021,Daniel Bolya,Male,Junior Academic,Scalable Diverse Model Selection for Accessible Transfer Learning,https://www.youtube.com/watch?v=1Fl6PBpdQgg&t=2s
NeurIPS,2021,Danijar Hafner,Male,Junior Academic,Benchmarking the Spectrum of Agent Capabilities,https://youtu.be/kcvafU2-CPc
NeurIPS,2021,David Chuan-En Lin,Male,Junior Academic,Soundify: Matching Sound Effects to Video,https://youtu.be/RJujIXD_rPc
NeurIPS,2021,David Lindner,Male,Junior Academic,Information Directed Reward Learning for Reinforcement Learning,https://youtu.be/1RpiZrxhV90
NeurIPS,2021,Dylan Slack,Male,Junior Academic,Counterfactual Explanations Can Be Manipulated,https://www.youtube.com/watch?v=q-7LB3I4PyU
NeurIPS,2021,Fangzhou Hong,Male,Junior Academic,Garment4D: Garment Reconstruction from Point Cloud SequenceS,https://youtu.be/QQS_ukishok
NeurIPS,2021,Favyen Bastani,Male,Senior Academic,Self-Supervised Multi-Object Tracking with Cross-Input Consistency,https://youtu.be/-WrD4FMwCcw
NeurIPS,2021,Felix Petersen,Male,Senior Academic,Post-processing for Individual Fairness,https://youtu.be/9PyKODDewPA
NeurIPS,2021,Hyeonjin Park,Female,Senior Academic,Metropolis-Hastings Data Augmentation for Graph Neural Networks,https://www.youtube.com/watch?v=KhpgFeBuhMk&t=2s
NeurIPS,2021,Ingmar Schubert,Male,Junior Academic,Learning to Execute: Efficient Learning of Universal Plan-Conditioned Policies in Robotics,https://youtu.be/tbbiXFjucQ8
NeurIPS,2021,Jack Richter-Powell,Male,Junior Academic,Input Convex Gradient Networks,https://youtu.be/GIRnKRP-rA8
NeurIPS,2021,Jie Lei,Male,Senior Academic,QVHighlights: Detecting Moments and Highlights in Videos via Natural Language Queries,https://www.youtube.com/watch?v=XwYD3iovHtc&t=2s
NeurIPS,2021,Julia Moosbauer,Female,Junior Academic,Explaining Hyperparameter Optimization via Partial Dependence Plots,https://youtu.be/20VyJw-Icog
NeurIPS,2021,Julian Schrittwieser,Male,Academic (Engineer),Online and Offline Reinforcement Learning by Planning with a Learned Model,https://youtu.be/pgZhGavMHcU
NeurIPS,2021,Julien Boussard,Male,Junior Academic,3D spike localization and improved motion correction for Neuropixels recordings,https://www.youtube.com/watch?v=gg6LhGs-54c
NeurIPS,2021,Keegan Harris,Male,Junior Academic,Bayesian Persuasion for Algorithmic Recourse,https://www.youtube.com/watch?v=gMgMer_n_2k&t=4s
NeurIPS,2021,Khaled Koutini,Male,Junior Academic,PaSST: Efficient Training of Audio Transformers with Patchout,https://youtu.be/TsOJVuU7kWg
NeurIPS,2021,Lassi Meronen,Male,Junior Academic,Periodic activation functions induce stationarity,https://youtu.be/Kjrrvl-YDbw
NeurIPS,2021,Louis Kirsch,Male,Junior Academic,Introducing Symmetries to Black Box Meta Reinforcement Learning,https://youtu.be/eS3qKlDyqdU
NeurIPS,2021,Mark Boss,Male,Senior Academic,Neural-PIL: Neural Pre-Integrated Lighting for Reflectance Decomposition,https://www.youtube.com/watch?v=p5cKaNwVp4M&t=3s
NeurIPS,2021,Mark Mazumber,Male,Junior Academic,Multilingual Spoken Words Corpus,https://www.youtube.com/watch?v=eGPCwnRtRng&t=2s
NeurIPS,2021,Nikita Araslanov,Male,Junior Academic,Dense Unsupervised Learning for Video Segmentation,https://www.youtube.com/watch?v=tSBWZ6nYld0&t=1s
NeurIPS,2021,Peter Hase,Male,Junior Academic,The Out-of-Distribution Problem in Explainability and Search Methods for Feature Importance Explanations,https://youtu.be/OZ0fSCQ7axw
NeurIPS,2021,Pierre-Yves Oudeyer,Male,Junior Academic,Sculpting human-like AI systems by sculpting their social environments,https://youtu.be/RTtvSzRM99A
NeurIPS,2021,Robin Hasse,Male,Junior Academic,Fast Axiomatic Attributions for Neural Networks,https://www.youtube.com/watch?v=AHkeeyoNGp8&t=18s
NeurIPS,2021,Shaofei Wang,Male,Junior Academic,MetaAvatar: Learning Animatable Clothed Human Models from Few Depth Images,https://youtu.be/AwOwdKxuBXE
NeurIPS,2021,Shruthi Gowda,Female,Senior Academic,Does Thermal data make the detection systems more reliable?,https://www.youtube.com/watch?v=FYuYSO6OCgE&t=17s
NeurIPS,2021,Songyou Peng,Male,Junior Academic,Shape-As-Points (SAP): A Differentiable Poisson Solver,https://youtu.be/FL8LMk_qWb4
NeurIPS,2021,Tianwei Yin,Male,Junior Academic,Multimodal Virtual Point 3D Detection,https://youtu.be/7Ep9ULeEKnA
NeurIPS,2021,Tung-Yu Wu,Male,Junior Academic,Fusion and Concatenation are All You Need,https://youtu.be/16Rkqkd7SQE
NeurIPS,2021,Vanya BK,Female,Senior Academic,Automated Evaluation of GNN Explanations with Neuro-Symbolic Reasoning,https://youtu.be/UylR1KH0PFU
NeurIPS,2021,Vijaya Raghavan T,Male,Senior Academic,Self-Supervised Pretraining for Scene Change Detection,https://www.youtube.com/watch?v=xfrIhXKMzvQ&t=5s
NeurIPS,2021,Vincent Adam,Male,Junior Academic,Dual parameterization of sparse variational Gaussian processes,https://youtu.be/yuC4LtVZ2rU
NeurIPS,2021,Yonggan Fu,Male,Junior Academic,Drawing Robust Scratch Tickets: Subnetworks with Inborn Robustness Are Found within Randomly Initialized Networks,https://youtu.be/eXiAbHhbIa8
NeurIPS,2021,Zihang Meng,Male,Junior Academic,An Online Riemannian PCA for Stochastic Canonical Correlation Analysis,https://www.youtube.com/watch?v=tl_5SnMJNB8&t=1s
NLPSummit,2021,Andrei Lopatenko,Male,Engineer,NLP at Scale,https://youtu.be/KYbBh1xZ8fs
NLPSummit,2021,Andy Li,Male,Engineer,Serve banking customers by leveraging Natural Language Processing,https://youtu.be/rDHr0u8FPa0
NLPSummit,2021,Connor Leahy,Male,Engineer,Large Language Models and the Future of NLP,https://youtu.be/UB_p3s5rBSM
NLPSummit,2021,Manisha Bafna,Female,Engineer,Using NLP to Improve Radiologist Productivity & Reduce Burnout,https://youtu.be/-ZawISk70Ls
NLPSummit,2021,Nidhi Rajshree,Female,Engineer,"""Say it to Play it"" - Spoken Language Understanding Challenges in Entertainment Domain",https://youtu.be/xC4vSciXu1U
NLPSummit,2021,Oana Frunza,Female,Engineer,"NLP in Finance: Realities, Challenges, and Possibilities",https://youtu.be/bSoF7S4ez38
NLPSummit,2021,Paco Nathan,Male,Engineer,Industry Survey Analysis: natural language use cases in industry in 2021,https://youtu.be/mquIOQ4yYBE
NLPSummit,2021,Rajesh Munavalli,Male,Engineer,Deep Reinforcement Learning for Goal oriented Dialogue Systems,https://youtu.be/slo45_-Mv74
NLPSummit,2021,Sanaz Bahargam,Female,Engineer,Alexa Conversations: An AI-driven Approach for creating Task-oriented Dialogue Systems,https://youtu.be/p1Qe6U-su1U
NLPSummit,2021,Sergei Nirenburg,Male,Engineer,Black Box AI? No Thanks!,https://youtu.be/ZQeyDVENfCg
NLPSummit,2021,Summer Rankin,Female,Engineer,Detection of potential patient harms f/clinical notes in e-healthcare records:The Shakespeare Method,https://youtu.be/2ClZkaj2Guo
NLPSummit,2021,Swati Sharma,Female,Engineer,Leveraging NLP to Extract Insights from Customer Conversations,https://youtu.be/QMKDYWhOKeE
NLPSummit,2021,Swetha Tanamala,Female,Engineer,Rule based NLP for parsing of medical reports,https://youtu.be/G86kRoa8RjY
NLPSummit,2021,Vivek Tomer,Male,Engineer,Lessons Learned De-Identifying 700 Million Patient Notes with Spark NLP,https://youtu.be/AB4gsFzM5Qc
Nullcon,2021,Jovin Lobo,Male,Engineer,DevSecOps - Automating Security in DevOps,https://www.youtube.com/watch?v=-v3fs-i2O8w
LeadDev,2019,Liz Fong,Female,Engineer,How to detangle and understand production,https://www.youtube.com/watch?v=s0wZFHNuzyc
LeadDev,2019,platform is Native,Male,Engineer,The future of cross,https://www.youtube.com/watch?v=sA_JIqqj9js
MLConference,2022,Eric Reiss,Male,Engineer,The Ethics of AI – dealing with difficult choices in a non-binary world,https://www.youtube.com/watch?v=UAARKi8v0ps
NeurIPS,2021,Cam Allen,Male,Junior Academic,Learning Markov State Abstractions for Deep Reinforcement Learning,https://youtu.be/JqtETmOO0iI
NeurIPS,2021,Ho-Hsiang Wu,Male,Junior Academic,Wav2CLIP: Learning Robust Audio Representations From CLIP,https://youtu.be/Kk2-gFeLGno
NeurIPS,2021,Luca Weihs,Male,Senior Academic,Bridging the Imitation Gap by Adaptive Insubordination,https://www.youtube.com/watch?v=IARg6BOzeSY&t=2s
NeurIPS,2021,Vit Ruzicka,Male,Junior Academic,Unsupervised Change Detection of Extreme Events Using ML On-Board,https://www.youtube.com/watch?v=ALtYfcuLzxI&t=3s
